baseline_commit,matlab_version,computer_arch,protocol_identity,bank_identity,search_identity,budget,pool_size,test_observations,template_forward_calls,template_cache_bytes,process_peak_rss_kb,runtime_s,use_parallel,worker_count,verification_time_utc
7fef66708f486de9bab310abe6034b005b40d4a2,24.1.0.2537033 (R2024a),glnxa64,daa8313c519504306c5fe425514e380b3ea05341fe86651fd4b66f03ea541a4c,ae7f97bae32ff70dfd27c86c8ab872ab56b81711b19f1fd84526df531bcc5811,3402611123d6de65745e1838f77df00e7394b633ed5f8c9415990113e43f2f97,17,17,16,765,1496816,1530680,50.287971,0,0,2026-09-26 09:10:30
