sample_id,paired_case_id,category,replicate,candidate_id,truth_topology_id,accepted_set,set_size,hit,empty,experiment_hash,calibration_hash,parameter_vector_hash,noiseless_cfr_hash,observation_hash
r211_paired_boundary_upper_C016_R01,paired_C016_R01,boundary_upper,1,R21C_016,R21C_016,"R21C_012,R21C_016,R21C_018,R21C_021,R21C_022,R21C_024,R21C_061",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0ac47f1148c9a56168219ff8c2db95b6aba585a5947cd38fd1b04bbe5ab29b22,aa30ab13b7b5f5e3067fc4840e534dc282975ff8b481416fcd329414117ee9bf,f5d6345a8edcc69cabc63ff0e19c511a79452ee8e7a015e0015ce6c94cf784bb
r211_paired_parameter_ood_near_C016_R01,paired_C016_R01,parameter_ood_near,1,R21C_016,R21C_016,"R21C_016,R21C_021,R21C_024,R21C_061",4,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,87b4ddaaf713c767c3cdbf8b640f5d6a3bf29312fb577cc35027a2332965cd45,2caf56eb18a9bf8e1e59c2064d42081b6d16cbb5e58dfa3379e8a9bde71dbaec,99d7414895cd34ecf88367256adb2c6837816c6b641531d2671b4f290af2b3ef
r211_paired_parameter_ood_medium_C016_R01,paired_C016_R01,parameter_ood_medium,1,R21C_016,R21C_016,"R21C_061",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,dee44109af1b0a6f260b27a380be6857589f393496d577da1f1f47af77b44b10,3b432442445555589dd3f7a1b3d4ec70910e7e52f68f6a32e0c685ad5a00c340,32daf48a7b607bee3115689e863c7a91ef56249484d9ce7138fece5b2576f345
r211_paired_parameter_ood_far_C016_R01,paired_C016_R01,parameter_ood_far,1,R21C_016,R21C_016,"R21C_060",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,922ff21fcd87c22ee527897cfeb4bf234a8d011b8fc694966e770828edf47275,55aae7b4c4bc8a8dfdb66956392bdc89d760d19bba85c9dfa91237e02a224e37,f3d1a9d7962fd1883396e9d27e866d4492d69056b2dfe81d3d0994dfda6d44e0
r211_paired_in_domain_C016_R02,paired_C016_R02,in_domain,2,R21C_016,R21C_016,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_021,R21C_022,R21C_024,R21C_039,R21C_081",9,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,3f4195114d455ea072ae3fb929aef8ded55593edd14ae817ae9c002150806ba8,c8db6912227a9addc0a255ef7d4bcf8b45794bd0eeddc6ac23c436fa30690b2b,44db2304533abd1616aaf29712d91a02475044f1f40818a344b90e3685a18df4
r211_paired_boundary_lower_C016_R02,paired_C016_R02,boundary_lower,2,R21C_016,R21C_016,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_022,R21C_070,R21C_072,R21C_081,R21C_082",9,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,af82eaff3d119db3817545e5173076655190a1e99870da7bf05c95a8670b0b36,45605bfccb8a72cbebc9bf2310a78dfd00c13f1f97ef93e3ac1250346b59089f,e5711d9ad750e2ae1349f2e6b11a9c05037731de1a3edc846e39eed32cb83eb1
r211_paired_boundary_upper_C016_R02,paired_C016_R02,boundary_upper,2,R21C_016,R21C_016,"R21C_012,R21C_016,R21C_018,R21C_021,R21C_024,R21C_039,R21C_061,R21C_081",8,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,63e0e4d997a027a774664482d6f27c022eb5f3a922678c2319fc96baa78df3e9,081c134dc0cd1b2a0b3f85a08d271c8ef06fee2d291e138de825e99476c69fba,2e421cd458ff2e72590a2f9a2e06ad32709b10437e666439afd045f055956737
r211_paired_parameter_ood_near_C016_R02,paired_C016_R02,parameter_ood_near,2,R21C_016,R21C_016,"R21C_012,R21C_015,R21C_016,R21C_021,R21C_024,R21C_039,R21C_061",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,38ccf6636ff4f53ee13e47d59aa5a5efab89d8ef178f8a92e2a08d7df56d18cc,733773357eff0a612e67cfa6ac19345d73fca1a851511c047c027beee7e8e6bb,cdfaaa9246bd0ea157ba73d91c05d807e83dde2bf2a03b8b4a17ee8981e05214
r211_paired_parameter_ood_medium_C016_R02,paired_C016_R02,parameter_ood_medium,2,R21C_016,R21C_016,"R21C_060,R21C_061",2,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,11ef17d6d88ccf0fc1505dfc6cbb7a03250219d59f09b2c58f2e7e7e3eb2f23d,4f2f5d6994fcafeef00914608e7e02a77bb9949a3362d5d34aa1bb2c971dfb37,74b769a205c5557e2d25fd024745be720ec845c00de9372e742e2331fdf41f61
r211_paired_parameter_ood_far_C016_R02,paired_C016_R02,parameter_ood_far,2,R21C_016,R21C_016,"R21C_060",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d0ce7d355f421ea3b84404a21a8d92aff35de711b965ee7c093425c98650cf06,5c74e879ed306578688e03ee119c96137124945c5f5475970f29115d9353a607,be1e6aa743048f7e9e7b6904911ebec48f39cbdea1805fb3768f5a825bd65893
r211_paired_in_domain_C017_R01,paired_C017_R01,in_domain,1,R21C_017,R21C_017,"R21C_003,R21C_017,R21C_019,R21C_029,R21C_038,R21C_040,R21C_059,R21C_071,R21C_074",9,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,c88d2c65ac8c1850d4f698fc48e91d888a29b7d6ab2bd8e70e0e33a1a94ee22e,3855e2e6dd99131a24d65e8d3b68d8a4921fa7281c95ea3be8e5a327d5a0d4a4,75a8bf5ad2dd7a025bb7a2f43134c3329494a2b1abf6873f33e6fb47d737caa6
r211_paired_boundary_lower_C017_R01,paired_C017_R01,boundary_lower,1,R21C_017,R21C_017,"R21C_003,R21C_019,R21C_029,R21C_038,R21C_040,R21C_059,R21C_071,R21C_073,R21C_074,R21C_085",10,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,c64c2ffbe78d1b4130086ea73d8b0d306f9b11f869653122d4344a85b6ab9337,89c2d103703ac58f029e61ac724917f523f15b9297bd0958b678b4041cb64e5e,ae418c9932dc711f7f91083432ca9dbdac510e93e10cb32a48497fea1a48ecd1
r211_paired_boundary_upper_C017_R01,paired_C017_R01,boundary_upper,1,R21C_017,R21C_017,"R21C_003,R21C_017,R21C_020,R21C_026,R21C_038,R21C_040,R21C_071,R21C_074",8,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,714710e4fbccb694defd9591b76fc2e07101f807369b9db1ec45152a77c8cc33,0259b98ef2edcf539b31a1ea1f132649529bfc5d28a0475d72dc3226b3623ff9,c9cbba953dc18726e75def4457e41ca36a323140b3c56dc4416feb070b410cd0
r211_paired_parameter_ood_near_C017_R01,paired_C017_R01,parameter_ood_near,1,R21C_017,R21C_017,"R21C_017,R21C_020,R21C_026,R21C_038,R21C_040,R21C_062,R21C_074",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,463c84479e799c23234016cb90becb3a71b615d43d799cefd6910ec05cfce67a,894c5800020b9b1eb510138cbc66887283b10909a564723ef65297cbc388255e,3899809913a43661e877be6c06389dd81dd4a27f4a57aaac64944296576c7c9a
r211_paired_parameter_ood_medium_C017_R01,paired_C017_R01,parameter_ood_medium,1,R21C_017,R21C_017,"R21C_026",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0b66fb69a53bee1e40deae018e8e0d036d6a6e095c0549623ddd08ce2a0cad9f,4eac3d3d9e098b7d46f96f8be9792082fbabb4ac481729b2a1c35eb91e6c11df,a41878fd0d480cd0e22ba13f1e09b90cb8b141baae4e86a7aa983b2f2981412f
r211_paired_parameter_ood_far_C017_R01,paired_C017_R01,parameter_ood_far,1,R21C_017,R21C_017,"R21C_060,R21C_061",2,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,4e08ac431ee69e4d128d052018f8b0a8bbd241618baa8e4902634c8574eb4bff,1893ad575339f19cd1d2bc6871541f5f1415690a6188354ced13ba1434c8e6bf,c6314f9fada03ccfdeb0ec05430dfead16814c94a9499b60266b18c1fd999b9a
r211_paired_in_domain_C017_R02,paired_C017_R02,in_domain,2,R21C_017,R21C_017,"R21C_003,R21C_017,R21C_019,R21C_020,R21C_026,R21C_038,R21C_040,R21C_062,R21C_071,R21C_074",10,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0405cd6bbf6e66c7f23b383dba8347d743ed800a9060219e283f905a957c1f69,973450a0dc4d3ea7e99b7fb3b270a268503feda11de107aded911504a79e977f,4c555a487df65fd4d220ddbac1749a76b13b14382752819aa6da7fe34167db99
r211_paired_boundary_lower_C017_R02,paired_C017_R02,boundary_lower,2,R21C_017,R21C_017,"R21C_003,R21C_017,R21C_019,R21C_020,R21C_029,R21C_038,R21C_040,R21C_059,R21C_071,R21C_074",10,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,250cda9e7246c241547ded7dace1d3c66aeea6edd93d328256f0ef7857d410d4,987334f20cf0a195edd1785f504644c776a50615e4d80cc1191735c0b4458807,8ac9c57b5eb9e9fe109ee25b4e41039ebe14af4670645b158b6e65f4adb10193
r211_paired_boundary_upper_C017_R02,paired_C017_R02,boundary_upper,2,R21C_017,R21C_017,"R21C_003,R21C_020,R21C_026,R21C_038,R21C_040,R21C_062,R21C_074",7,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,c7bcda4cd44a99dd197aef7f08ee64b6bdff9d76f66de43867727c5e115ee0eb,ebf8e0d3b7b227180afaeff12bd0b516411d3a0e1b5c107d4e39597b70547a62,f87e20ad7ab4fd455853dd7e0ab79fdc1bbc28246a60cf50994eb219c717f4c6
r211_paired_parameter_ood_near_C017_R02,paired_C017_R02,parameter_ood_near,2,R21C_017,R21C_017,"R21C_020,R21C_026,R21C_038,R21C_062",4,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,6424d3ebb236a7207e6f2b5396717d36c602785355ff0e43596036a9a7b6e074,f1febeebf757eb354eb2ce292d3c95696766e30a269ac064b6a42b0e9c505859,63e3f1d90e52ebb9d08998de3d684cbce5cfb4c7299554ad1655027d4e00fc5e
r211_paired_parameter_ood_medium_C017_R02,paired_C017_R02,parameter_ood_medium,2,R21C_017,R21C_017,"R21C_026",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,35337b9bef432d5efe1c35d7ca789528fe06ee631c29b9b1fec00c6b1854a026,fb07a1cfa3617b589069a65a822f09e731f60a250a23a364d0c84582e5c218a0,c5abc5f37c3e306e06a39368b329f6dc0d8dc863b008dc232e7b0e49a37fa232
r211_paired_parameter_ood_far_C017_R02,paired_C017_R02,parameter_ood_far,2,R21C_017,R21C_017,"R21C_049",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,730082ffaac13b861523df4391a6bf1c6aed53bf4be9c45aaffc8457dee8b075,2ed5e6b1c9b46a617282baefecbb8b257639b8515765794db548c1919b10fcbc,e0b7806797891afbe51466af7de222865de9cfac8f72d36dd39c2baa4521435c
r211_paired_in_domain_C018_R01,paired_C018_R01,in_domain,1,R21C_018,R21C_018,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_022,R21C_024,R21C_025,R21C_072,R21C_075,R21C_081,R21C_082",11,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0ad08708c6a3e3a42652fc60f0859520f69a69144127e3be341153edb4b0e168,dec45e67699cf1e9e9a4d23cab75f5f9c72d4667de04b253dd090e16a920d290,9d95f31a2e3d65b50a3b6d5d292817f2234c60ec5d012d96156f793f41a00ff2
r211_paired_boundary_lower_C018_R01,paired_C018_R01,boundary_lower,1,R21C_018,R21C_018,"R21C_002,R21C_012,R21C_014,R21C_016,R21C_018,R21C_022,R21C_025,R21C_028,R21C_070,R21C_072,R21C_075,R21C_081,R21C_082,R21C_083",14,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d0c5591de8afd41cbcaa0faf5a8b4e3969c9d3d0842ec2c972332d2574535c9f,291b77061b2ce557072944f43fc7dea6ff73e8342cea5b8b8527e12888779c2d,a22c681bda3f920fa96a59a89715eef25b30ef228219e36d226ca5791603d909
r211_paired_boundary_upper_C018_R01,paired_C018_R01,boundary_upper,1,R21C_018,R21C_018,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_021,R21C_022,R21C_024,R21C_025,R21C_075,R21C_081",10,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,87e5bf04640c279ddf49a107ae60cf1b5d5897af4b39e0139cdbe01e73248bcc,60357812fa9ca02f5302aedf835596ff12d321f3d42e8c568332b8aefdd27d04,71ce52667c9f7571020981016cdd1a737aa1ab862e05b985b78f0e3a6f1f1554
r211_paired_parameter_ood_near_C018_R01,paired_C018_R01,parameter_ood_near,1,R21C_018,R21C_018,"R21C_012,R21C_016,R21C_018,R21C_021,R21C_024,R21C_025,R21C_061",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,a0aee85066013f7c7bfb7daa19728afec60e3d6cea4219e5d023c5e3a76098c2,e9098243eb4c3a3049687cbea07708c14f4987264af05096ec09e4ea65996132,bb3ce25087a4fe682e2271db360ddd2685c8f08b4eec58a54fe5365320e94cec
r211_paired_parameter_ood_medium_C018_R01,paired_C018_R01,parameter_ood_medium,1,R21C_018,R21C_018,"R21C_024,R21C_061",2,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,024c51799a4a867eca80d9dbc167e91bb56dc98078ef135370fccb29f8c9174e,37efa7ee6e9eda643b424355e67054299ef34536a7f620f35285b09cfcbd9f2a,f493b5eef517caa3a3a6af477981985aab2d4c5faa836059b032eb9e7af51bb5
r211_paired_parameter_ood_far_C018_R01,paired_C018_R01,parameter_ood_far,1,R21C_018,R21C_018,"R21C_060",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,b1999d5b733e3500f7fdafec4d187fab5be3d1c25d427d86d18986717a8da1a4,b5bb805f7dce34e9625bcbb531476f01ce2ab47a357d221eb0da392c9c604ab4,369f2ce858ace5925a64c7724ef0009962e3fa345d876c37eccc0c85bfd9d8a8
r211_paired_in_domain_C018_R02,paired_C018_R02,in_domain,2,R21C_018,R21C_018,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_022,R21C_039,R21C_070,R21C_075,R21C_081",9,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,ba428ac24e4508e60aa0d9a80af8c3f9ba0801760d71c733bf3f24b6ac8136f1,17d68bc270440b49906e110e124967abc3ebc78c920aab2a6d7956f51adbaa5b,b2b3d8d2216a0728551d89d1f86b3faabdcde30de71e6bb68c14afd4eae6881a
r211_paired_boundary_lower_C018_R02,paired_C018_R02,boundary_lower,2,R21C_018,R21C_018,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_022,R21C_070,R21C_072,R21C_081,R21C_082,R21C_083",10,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,a130b4ab3125e7768530c4d0f07a9653d3c7344b4deabe637d66a54367e59582,3366c50dbfa50857e1b26a5917364fdefa82b39b90a5ad956bb9111dc4097d70,c4a0f5a0714e0ca5b79be5986f7beca5ee56d561684ddd7b768674cc1a6a7c28
r211_paired_boundary_upper_C018_R02,paired_C018_R02,boundary_upper,2,R21C_018,R21C_018,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_021,R21C_022,R21C_024,R21C_025,R21C_039,R21C_075,R21C_081",11,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,e8d11e029090bbb4c093df94b74dcf744de0aad8cb19045b530f389519767227,1b657b745177608d4218ed5e0606baec5a8ee6cbae812c17882be0685bf3d6b3,32bf5dc7ec9654dbb90995081bdfb1a462c82ad42f57fa6b2c448efc40dd9e82
r211_paired_parameter_ood_near_C018_R02,paired_C018_R02,parameter_ood_near,2,R21C_018,R21C_018,"R21C_012,R21C_014,R21C_016,R21C_018,R21C_021,R21C_022,R21C_024,R21C_025,R21C_039,R21C_069,R21C_075",11,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,574357640f94456f76c11980254aef3de8a7828a8ccb71ac4ba70e57d7653b98,a2e0d9c7f743436ddb7db5730a82e0f852b049ceced2e712fc6859653871cecb,1f32766ba6693471c099ed7dd1477764a2a4e3e7fa084e2c9b8b654a57c7a30a
r211_paired_parameter_ood_medium_C018_R02,paired_C018_R02,parameter_ood_medium,2,R21C_018,R21C_018,"R21C_015,R21C_021,R21C_024,R21C_060,R21C_061",5,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,bfeaf93b8e8e9bfa0e52ce491cb281a2db3d42d21b2a61dbf7884e86e9f96c43,ebca2e5831ef987f5a934d1dd227d7388a789e40fdb49a6753b9592627cecbfe,60eedf13fef238bf692be133afb886c19c71c20edcf3a3b4646a6abe6579be33
r211_paired_parameter_ood_far_C018_R02,paired_C018_R02,parameter_ood_far,2,R21C_018,R21C_018,"R21C_060",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,2e442769cf9b289f44945ba4100861fbcf4c6cf09c04640a09137eb860519da7,35aa92797aefe4cb73796ed9bfe6a02c0776aea800ab46e67f96b0e4b81436b6,27462bfd425163e76b09b62f124f1169f0e8bf49f7163ff7ffe17ebb20586ed5
r211_paired_in_domain_C019_R01,paired_C019_R01,in_domain,1,R21C_019,R21C_019,"R21C_003,R21C_017,R21C_019,R21C_059",4,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,81a20474f904428f72e80d705fdcf162078d62cd72e986c31817ab35e899b6c8,f35fba0af8248b432b5f1727e79557e67ee4ad83565b6e36521ee19fd1ccb768,ef155237ae0b96ee217338d86acddd3efab1ff456d63443dc9eead07649f7987
r211_paired_boundary_lower_C019_R01,paired_C019_R01,boundary_lower,1,R21C_019,R21C_019,"R21C_003,R21C_019,R21C_059,R21C_073",4,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,9b40d395938b8969a7e998eca4af95ce172e40831abf98742d93cdab7b154897,279d60071518677617cef594fb772ade15bd5c4d7646ac9ff4b8a06d9be0d0db,b39e33ec94d1b0caf560013451ea05fd90acaedd40f30c376ce6105b1cd0d9af
r211_paired_boundary_upper_C019_R01,paired_C019_R01,boundary_upper,1,R21C_019,R21C_019,"R21C_003,R21C_017,R21C_019,R21C_020,R21C_059",5,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,5f1de3a2e51fc8640e010b2176bab53dc26b55cf9d99059c5ee71ebd94b04492,0270a69fe7abdd46a217d81ebb18f6293d4c158f1ff4367bb5143b44361172b2,45a22ccf1d3a0e0ae98a680c71ebb865938bbde3e1f12c95b13637bfe121471d
r211_paired_parameter_ood_near_C019_R01,paired_C019_R01,parameter_ood_near,1,R21C_019,R21C_019,"R21C_003,R21C_017,R21C_019,R21C_020,R21C_040,R21C_059,R21C_062",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d8253c8c87caa5675deece5dd20a2b32afc330e59e3edb71fbb080772b6ede3a,56ae37a6db99d4a995bf7bf7e77cab8cbbecab94fe0e0156d0ceb1b41ac5cdff,4d9949f01a5fea9b2fa0a3cad0a5334c616cd4826461e0a4d8f966aaa9caba2e
r211_paired_parameter_ood_medium_C019_R01,paired_C019_R01,parameter_ood_medium,1,R21C_019,R21C_019,"R21C_020,R21C_026,R21C_038,R21C_062",4,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,864742361732be18ff8f1cb3dc4f5efc70859f022cd2fb14befb12a40b203521,393106d0c1eeef7f2bfbe16e6f491fbc25fcb185f53f508a1b0d30330282f50c,b4e90b384985a0d9a0f8492a7fa5dee056bc0d7f59d794ebadf9dad3488b72da
r211_paired_parameter_ood_far_C019_R01,paired_C019_R01,parameter_ood_far,1,R21C_019,R21C_019,"R21C_049",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,8119a08ea1cded7b5d47ea875ff534021cf19354d0e929ef84b935d69d8d61ff,9eeed680c89945e95906467d469eb5430d8c3433d074d19f78c93737ff3741f4,0de99969c2acf1c1b3ba682c9c8ab6829b0cc38af04b12d55cbb58d230e86e61
r211_paired_in_domain_C019_R02,paired_C019_R02,in_domain,2,R21C_019,R21C_019,"R21C_003,R21C_017,R21C_019",3,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,4ca45ea9573fa20c1e34ffa518dcd3fe6111c75193dfc1bf684f0e7aaef8fa83,5bcd7be570f484ff074938b1d0740520c2c97f837eb90f14d476ccba1e5c7a53,7288e99d35d4bf4cead90f6ce5ace65b4244d4126add90e5c371d4b5f694be33
r211_paired_boundary_lower_C019_R02,paired_C019_R02,boundary_lower,2,R21C_019,R21C_019,"R21C_003,R21C_017,R21C_019,R21C_059",4,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,476fd8f796c0c4843f10d2924ec4cf1613b426a6c290953e784fcd5459830e7d,e94150ba04804d0a1615ecaaa4ed7d9a6a58f400dce1bfeb9105b4a790073225,579fcbc03e63e836e6f5838a9364c7c8a66c749e820b86d46071fbbbffda65ef
r211_paired_boundary_upper_C019_R02,paired_C019_R02,boundary_upper,2,R21C_019,R21C_019,"R21C_003,R21C_019,R21C_038",3,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,02648845f93c27db756813649643093648b2be38000e21cb7e0fbdee759c51cc,3cdb54dff618e2b04683c26c7bfba314c757adca26047e2dc990c40ea21109e0,9f8f18fb852f9d7d357f37f662548baf9f64f7679c04a3d63b8dd15b7dbf804c
r211_paired_parameter_ood_near_C019_R02,paired_C019_R02,parameter_ood_near,2,R21C_019,R21C_019,"R21C_003,R21C_017,R21C_019",3,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,cf4c96487bbe03545cf2ab31b3fb5786274780b11e1e2c80aab110c3de49cae9,f40c496eb28c0dd27e8b3ba460f7f26efa9c08fd5f7ae5d78da0dd716ce61a82,ac46cc6be66c422d51f7cfa1f5a91aeefdb3a3396f2d73c985fffa08837bf17f
r211_paired_parameter_ood_medium_C019_R02,paired_C019_R02,parameter_ood_medium,2,R21C_019,R21C_019,"R21C_020,R21C_026,R21C_038,R21C_062",4,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,fe427618ce8a798ed73767cbf58106d623a946dbf87be15cefc02b3f8a0aea4a,c18ea86bfb0e4b97062c6068e861a2df8161c27cfc053aec2100838327d20f16,5eccf3f30a29db9a9626b8b35eba3e97fa9f8d630e19f2232acd6186ccd409f5
r211_paired_parameter_ood_far_C019_R02,paired_C019_R02,parameter_ood_far,2,R21C_019,R21C_019,"R21C_049",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,f010843cc49e71b2862cb8a9cf2f5e3dca7b48c7fe397b484c8b2629325a7429,8cfa957629cdd43cda8f29d95a9da7beaf1be1f08a54c6702710e7c41a25c0ed,61ab6d027e5a10b22815653b92b81dbc50ff7880547c29b88ce926bfb8dc280f
