stage_name,status,candidate_count,category_count,replicate_count,scenario_count,target_parameter,master_seed,noise_snr_db,selected_method,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,formal_experiment_hash,experiment_hash,parameter_calibration_hash,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1.1,paired_completed,87,6,2,1044,main_length_scale,20262961,20,margin,d4b8f2f2b470b5e72f89aabe8590f6d768851a7348d3ab7a481d62b0ce48b289,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,301041c636a82b510a29b03abd7a60ba0f78d8ea41fe4ca7b34e73888790ef74,25e5fd4b54d433617cad657d841c5ce15e3b683465f3a21fe28a0db3d616fac6,3b9ed00d84a04030715fa8f9f9faaec8d752fd24d920e803e11545fd433dbd71,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0
