stage_name,mode,status,selected_method,scientifically_unique_winner,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,experiment_hash,runtime_environment_hash,parameter_calibration_hash,parameter_calibration_sample_count,parameter_calibration_status,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1.1-final-source,formal,formal_completed,margin,0,cdc5275e6191b2ef37c312a4e65236f13c24cf4df255521a301e02a97304d4d3,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,0230905141c669655e4ecde62ac645f12d30934624be78d6af0530bc10b80af7,1bf0d991586cb1c02e4ec18604cfd6a869908f37c292b015a8f67786ab10c9e9,54e2139394ed86ed852eba9edd72bbc603d5b9a1b23ebbe035079e8135b586ad,fb08c862e1ceea61e9961453a3bea1c2d432e111a074b96e30609422c7f8dee7,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,3480,calibrated,manifest_only_not_materialized,0
