stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,profile_scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,scientifically_unique_winner,experiment_hash,source_tree_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1-final-source,formal,formal_completed,204,87,87,261,3480,174,margin,0,54e2139394ed86ed852eba9edd72bbc603d5b9a1b23ebbe035079e8135b586ad,cdc5275e6191b2ef37c312a4e65236f13c24cf4df255521a301e02a97304d4d3,manifest_only_not_materialized,0,440.731749
