stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,nonunique_count,nonunique_false_unique_denominator,source_tree_hash,scientific_hash,final_reserved_status,stage4b_started
Stage 4A.7.2-R.1,smoke,completed_controlled_pilot,131,53,3,3,3,3,absolute,10,10,f9b93c6ba42d905151f2f185ed2afc59b9b59e02df26274d66ef76ad5194f76b,bb8afde970ceeed4fdaf401f77859fafcd5abf8f6138100d6b80db9d0fc54a6e,manifest_only_not_materialized,0
