mode,development_count,calibration_count,pilot_count,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,profile_template_count,profile_cache_runtime_s,topk_runtime_s,nonunique_count,total_runtime_s,use_parallel,num_workers,scientific_hash,source_tree_hash,final_reserved_status
smoke,3,3,3,131,53,3,243,0.901214,0.063044,10,15.848209,0,1,bb8afde970ceeed4fdaf401f77859fafcd5abf8f6138100d6b80db9d0fc54a6e,f9b93c6ba42d905151f2f185ed2afc59b9b59e02df26274d66ef76ad5194f76b,manifest_only_not_materialized
