stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,profile_scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,scientifically_unique_winner,experiment_hash,source_tree_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1,smoke,smoke_completed,204,87,87,174,870,87,absolute,0,24f76753ff8763db5048f060e04a1ee75cd88e07bdda0ca2b7450fce129b40c1,1756177c4ae6d496af84803e634a25c13a76ef2f1557a6eaf8b904a5d7af70c7,manifest_only_not_materialized,0,245.993271
