stage_name,mode,status,selected_method,scientifically_unique_winner,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,experiment_hash,runtime_environment_hash,parameter_calibration_hash,parameter_calibration_sample_count,parameter_calibration_status,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1,formal,formal_completed,margin,1,9316fbcd8ce45df4bd9acb84830cf2fb5027b3b8b6e91a06b9ac755435527ddd,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,584182459f0ab97010103c8cf6fa5c439c6d9ed85b5eed7daf788cf7c66dcc31,0ed1f39f8c0de5d8c6899d39ea8383cec11caeeae7e0759c7eb216214af9019b,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1,fb08c862e1ceea61e9961453a3bea1c2d432e111a074b96e30609422c7f8dee7,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,3480,calibrated,manifest_only_not_materialized,0
