stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,profile_scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,scientifically_unique_winner,experiment_hash,source_tree_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1,formal,formal_completed,204,87,87,261,3480,174,margin,1,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1,9316fbcd8ce45df4bd9acb84830cf2fb5027b3b8b6e91a06b9ac755435527ddd,manifest_only_not_materialized,0,462.457191
