source_id,original_filename,relative_or_logical_path,file_size_bytes,sha256,source_url,retrieval_date,unit_original,unit_conversion,evidence_status,cable_mapping_status
enwl_lvns_models_zip,lv-network-models-2.zip,materials/external_data/enwl_lvns/source/lv-network-models-2.zip,12600354,8bdfb8b84e1c6a5e247c46401a60b9cc91ea31faf2a7fc9107b29721647d8848,https://www.enwl.co.uk/globalassets/innovation/lvns/lvns-academic/lv-network-models-2.zip,2026-09-08,m,identity_from_Lines_txt,verified_from_local_archive,controlled_model_mapping_not_measured_MHz_RLGC
enwl_lvns_summary,summary-report.pdf,materials/external_data/enwl_lvns/source/summary-report.pdf,2553572,8676e6a167af3b2ddda72729ac37cc573c8f5a4b0ae5451eac3087b929b1d022,https://www.enwl.co.uk/globalassets/innovation/lvns/lvns-academic/summary-report.pdf,2026-09-08,,,document_available,controlled_model_mapping_not_measured_MHz_RLGC
enwl_lvns_closedown,lvns_closedown_report.pdf,materials/external_data/enwl_lvns/source/lvns_closedown_report.pdf,2034087,7de308c7e64d99bdd45ede477694d531b084cfdb73bc5feef11651126581e5af,https://www.ofgem.gov.uk/sites/default/files/docs/2017/04/lvns_closedown_report.pdf,2026-09-08,,,document_available,controlled_model_mapping_not_measured_MHz_RLGC
derived_selected_subnetwork,stage4a7_2_r1_selected_public_subnetwork.csv,data/derived/enwl_uncertain_prior/stage4a7_2_r1_selected_public_subnetwork.csv,821,840ba1c9c0b52bafcaef0d3e6c88c50481971ee6c6187f80d22a541471949a92,repository-derived,2026-09-08,m,identity,derived_file_hash_recorded,controlled_model_mapping_not_measured_MHz_RLGC
