mode,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,development_count,calibration_count,pilot_count,theta_grid_count,templates_per_candidate,total_template_count,profile_cache_runtime_s,total_runtime_s,use_parallel,num_workers,scientific_hash,final_reserved_status
smoke,131,53,53,265,265,53,243,243,12879,6.09695,28.582541,0,1,7518fd9fd9e4bf2300880b6a55b332685a75b714c5fb08e018e618ef6f10a289,manifest_only_not_materialized
