stage_name,mode,engineering_candidate_count,forward_compatible_candidate_count,scored_candidate_count,reference_rank_by_prior,truth_in_engineering_space,truth_forward_model_compatible,truth_in_scored_library,calibration_per_candidate,calibration_p_min,alpha,selected_for_execution,scientifically_unique_winner,scenario_equivalent_pair_count,pilot_count,status,source_tree_hash,stage4b_started,final_status
Stage 4A.7.2-R.2,smoke,131,53,53,1,1,1,1,5,0.166666666666667,0.05,absolute,0,0,53,controlled_audit_completed,7518fd9fd9e4bf2300880b6a55b332685a75b714c5fb08e018e618ef6f10a289,0,not_run
