theta_grid_count,templates_per_candidate,candidate_count,total_template_count,cache_hash,feature,scientific_hash,cache_contains_truth
243,243,53,12879,a1acc602f22deb6f91181aaa47680201c5c1ca49edc92ca19fc8e45c70136818,complex_raw,7518fd9fd9e4bf2300880b6a55b332685a75b714c5fb08e018e618ef6f10a289,0
